#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
285,"Jumpers","Sleater-Kinney",42,146,"alternative rock, indie rock, noise pop, olympia wa indie, riot grrrl","Rock, Pop","The Woods",2005-05-24,04:24,37,95,2,0,16,0,10,-2,D Major,4,2023-10-26,1YFUVWqrfXKJtRchH3kMAt,"Sub Pop Records",10B,https://p.scdn.co/mp3-preview/dfa0dfdedfac2675b5638de0df1757224c940bdc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517d7487703050853d8d952bb7
286,"Leif Erikson","Interpol",55,109,"alternative dance, alternative rock, indie rock, indietronica, modern rock, rock","Rock, Pop","Turn On The Bright Lights",2002-08-20,04:00,53,74,6,58,65,0,0,-8,G Major,4,2023-10-26,0whlogyhf1AejBU72KNv38,"Matador",9B,https://p.scdn.co/mp3-preview/14cc7a7fa98ae18308d9f6adf06539c9da0216a3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485114f8df9fb9c2d3056a994390
287,"Temporary","Dream Wife",32,106,"chamber psych, english indie rock, icelandic indie","Folk/Acoustic, Rock, Classical","So When You Gonna…",2020-07-03,02:55,69,77,30,0,64,0,0,-7,F Major,4,2023-10-26,01PoPd1m3GGPl9mOf18XOg,"Lucky Number",7B,https://p.scdn.co/mp3-preview/c92b52702501582cc25506d92091e5cab0c0a95a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511244ae9f600fa1e047523e57
288,"Somebody Else","Pynch",40,150,"crank wave, lo-fi indie","Rock","Somebody Else",2020-07-06,05:31,66,70,1,12,76,0,10,-6,D Major,4,2023-10-26,3i9uLop8qSpPZ8g4yXXHTN,"Chillburn Recordings",10B,https://p.scdn.co/mp3-preview/af6baea267f782c307d55b0112f1e9caa9f8bfba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515bb8c628fd2447ae8475eec8
289,"Tonight, Tonight - Remastered 2012","The Smashing Pumpkins",70,148,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge","Metal, Rock","Mellon Collie And The Infinite Sadness (Deluxe Edition)",1995-00-00,04:14,28,67,0,75,22,0,20,-9,F#/G♭ Major,4,2023-10-26,7bu0znpSbTks0O6I98ij0W,"Virgin Records",2B,,https://i.scdn.co/image/ab67616d00004851431ac6e6f393acf475730ec6
290,"Meet You In A Biopsy","Shock Tea",31,98,"","","Meet You In A Biopsy",2023-08-21,03:24,56,94,1,1,47,0,50,-5,E Minor,4,2023-10-26,4VVe4QLE4L0ZMhwd8hJcmQ,"Silent in Space Records",9A,https://p.scdn.co/mp3-preview/eed7987e7cfc52091f40c6d2095338e0b4537e18?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516d74deb0591b65c90d92358b
291,"KPR","Yumi Zouma",49,145,"chillwave, christchurch indie, nz pop","Rock, Pop","KPR",2023-09-13,03:33,56,80,35,24,62,0,40,-9,G Major,4,2023-10-26,0fcHWRLf2uRGk9GDamLkpA,"Yumi Zouma",9B,https://p.scdn.co/mp3-preview/adb5a9fc40875e339f7292f04a8e9d5d597b659b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851db8a5360dba2737957c57f38
292,"Jóga","Björk",55,146,"alternative rock, art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop","Rock, Pop, Electronic, Jazz, Classical","Homogenic",1997-09-22,05:05,23,70,40,0,23,0,0,-6,C♯/D♭ Minor,4,2023-10-26,18NehrWLUFK7NPH522YQMQ,"One Little Independent Records",12A,,https://i.scdn.co/image/ab67616d00004851b6f50e46dac445dff914a56f
293,"ballad of a homeschooled girl","Olivia Rodrigo",87,120,"pop","Pop","GUTS",2023-09-08,03:23,39,87,6,0,47,0,30,-3,C♯/D♭ Major,4,2023-10-26,5sp71CUt0jXRNqHblPGp7b,"Olivia Rodrigo PS",3B,,https://i.scdn.co/image/ab67616d00004851e85259a1cae29a8d91f2093d
294,"bad idea right?","Olivia Rodrigo",93,130,"pop","Pop","GUTS",2023-09-08,03:04,63,88,0,0,75,10,0,-3,A Major,4,2023-10-26,3IX0yuEVvDbnqUwMBB3ouC,"Olivia Rodrigo PS",11B,,https://i.scdn.co/image/ab67616d00004851e85259a1cae29a8d91f2093d
295,"all-american bitch","Olivia Rodrigo",89,156,"pop","Pop","GUTS",2023-09-08,02:45,43,69,25,0,40,0,10,-4,F#/G♭ Major,4,2023-10-26,34sOdxWu9FljH84UXdRwu1,"Olivia Rodrigo PS",2B,,https://i.scdn.co/image/ab67616d00004851e85259a1cae29a8d91f2093d
296,"Knees Deep","The Beths",35,156,"auckland indie, bubblegrunge, indie rock, kiwi rock, modern power pop, nz indie","Rock, Pop","Expert In A Dying Field",2022-09-16,03:39,55,72,1,0,78,0,10,-9,G Major,4,2023-10-26,4ReW9viMHUMAqYGHSpSOba,"Carpark Records",9B,https://p.scdn.co/mp3-preview/05ad6948ac1d649d04089a5db23e1919e786fac6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851129c475dae52b04877addc1c
297,"Curl Up Like A Dead Leaf And Go Where The Wind Blows","Bombay Bicycle Club",22,134,"british indie rock, chamber pop, indie rock, indietronica, modern rock, shimmer pop","Rock, Pop","Dust On The Ground",2009-06-28,06:52,63,72,8,18,53,0,20,-10,G Major,4,2023-10-26,45JmmCQqmMJzGQBhKis7Bf,"Universal-Island Records Ltd.",9B,,https://i.scdn.co/image/ab67616d000048519f9aa84811e5e9697e3bb65a
298,"You Were Right","Julia Jacklin",34,135,"chamber pop, countrygaze, indie pop, sydney indie","Pop, Folk/Acoustic, Rock","Crushing",2019-02-22,02:22,59,79,0,0,61,0,20,-4,B Major,4,2023-10-26,3oWElH2PFEX2bQdwhrIxNh,"Transgressive",1B,https://p.scdn.co/mp3-preview/da29806f40a50623ebfbd8e2f31239605ca864fc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515cb564fd6b794f01265a1394
299,"Melbourne","Mia June",15,116,"","","Cooking Oil",2023-10-02,04:33,54,54,11,1,18,0,10,-10,G Minor,4,2023-10-26,2mbdnMImILMfQbPMSn7ZsF,"Father/Daughter Records",6A,https://p.scdn.co/mp3-preview/5e52701968fea2ae9ddb7cbd5b49cdb898c42238?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518468e1bebb1899a7691259d3
300,"Conceited","Lola Young",69,92,"uk pop","Pop","Conceited",2023-09-29,03:59,76,45,39,0,86,0,50,-5,B Minor,4,2023-10-26,2Iv1yhxAH7m9SpohnJMs9B,"Universal-Island Records Ltd.",10A,,https://i.scdn.co/image/ab67616d0000485191ea86eaeb0e80c71a4ce05a
301,"Clouds Are Release","Raveloe",11,130,"","","Clouds Are Release",2023-09-08,03:50,36,79,25,9,44,0,10,-8,C♯/D♭ Major,4,2023-10-26,58CE9b7JW7FJChQBGk63KP,"Olive Grove Records",3B,https://p.scdn.co/mp3-preview/9fea62fb750a7317bdbe8284ade77eb20aa05cfa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fd5d4f2b891c79e4b7e3034c
302,"Black Friday","Tom Odell",82,165,"chill pop, neo-singer-songwriter","Pop","Black Friday",2023-09-22,03:41,48,20,93,6,20,0,10,-12,F#/G♭ Major,4,2023-10-26,1XTY6rA7XQosc0ynkkE9kN,"UROK",2B,https://p.scdn.co/mp3-preview/2bd69b841f7c185811677924a36b89aa646c110b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851530fa3c87225dc153c064691
303,"Dreamer","Laufey",73,117,"gen z singer-songwriter","","Bewitched",2023-09-08,03:30,61,15,95,0,41,0,0,-11,D Major,4,2023-10-26,1YxQxV5sKZN1TgVpXl5MLA,"Laufey",10B,https://p.scdn.co/mp3-preview/ed130cf84883116b96794ecf2bb9e29a944932a8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485174c732f8aa0e0ccbb3d17d96
304,"House Of Cards","Radiohead",68,112,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock","Rock, Folk/Acoustic","In Rainbows",2007-12-28,05:28,71,50,27,57,63,0,10,-10,F Major,4,2023-10-26,48X4D1FYOShPz2VF3YdfCF,"XL Recordings",7B,https://p.scdn.co/mp3-preview/327f4de399cb68a852a312462c4849cee881ebc6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851de3c04b5fc750b68899b20a9
305,"I Love You","Fontaines D.C.",60,114,"crank wave, irish indie rock, irish post-punk","Rock","Skinty Fia",2022-04-22,05:05,63,77,9,0,38,0,0,-7,E Minor,4,2023-10-26,4N8idxy0W2GDaEosAwPOMg,"Partisan Records",9A,https://p.scdn.co/mp3-preview/679a6552b8709598d953036540fd4a787eff5467?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fa10fcd519ad13a7512805ca
306,"Angelica","Wet Leg",59,132,"crank wave, indie rock","Rock","Wet Leg",2022-04-08,03:52,49,87,0,0,31,0,30,-5,C Major,4,2023-10-26,3EwTIu5qka2l5ZekB0b6QC,"Domino Recording Co",8B,https://p.scdn.co/mp3-preview/51f01e07a5fe276e0bc2fb7f0b05953151ff9891?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ea1126a33b0fb88e79915262
307,"Shark Smile","Big Thief",55,131,"art pop, brooklyn indie, chamber pop, countrygaze, indie pop, indie rock, singer-songwriter, small room","Pop, Rock, Folk/Acoustic","Capacity",2017-06-09,03:57,62,75,13,50,55,0,10,-8,F#/G♭ Minor,4,2023-10-26,0Fc0vCE3yWvAGKbU5twVOz,"Saddle Creek",11A,https://p.scdn.co/mp3-preview/19eab78b8e16b9a3caf961bd852d6c18f2d75097?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851975e377ecd6658edf8792539
308,"Everybody Wants to Love You","Japanese Breakfast",52,130,"art pop, eugene indie, indie pop, indie rock, philly indie","Pop, Rock","Psychopomp",2016-04-01,02:12,49,88,41,16,68,0,20,-3,G Major,4,2023-10-26,21iSFtrC2VHP3PfImVTglV,"Dead Oceans",9B,https://p.scdn.co/mp3-preview/27cc17a735c4a0885eb22e0790c8b6254a990dad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485120055e980195c24516b1084d
309,"Run Away With Me","Carly Rae Jepsen",56,119,"canadian pop, dance pop, pop","Pop","Emotion",2015-08-21,04:11,56,72,1,0,25,0,0,-6,C♯/D♭ Major,4,2023-10-26,5e0vgBWfwToyphURwynSXa,"Silent Records IGA",3B,,https://i.scdn.co/image/ab67616d000048519aaa999f62cd7309e30fdad4
310,"I Know The End","Phoebe Bridgers",75,112,"indie pop, la indie, pov: indie","Pop","Punisher",2020-06-18,05:44,32,32,33,2,26,0,20,-10,C♯/D♭ Major,4,2023-10-26,0pJW1Xw3aY4Eh6k5iuBkfI,"Dead Oceans",3B,https://p.scdn.co/mp3-preview/a2d1261b4fe155d04583207fe6e220f13646db87?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a91b75c9ef65ed8d760ff600
311,"American Teenager","Ethel Cain",71,120,"countrygaze, indie pop, modern dream pop","Folk/Acoustic, Pop","Preacher’s Daughter",2022-05-12,04:18,42,75,0,0,15,0,0,-5,E Major,4,2023-10-26,4ltqfN12ohaVZdM6C45gMg,"Daughters of Cain Records",12B,https://p.scdn.co/mp3-preview/4e228cd72a5e86a6a8a3d091a56b088bf9f7d2e4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccd1887cc78b0bd55f54bbe1
312,"Don't Take The Money","Bleachers",65,110,"indie pop, indie poptimism, modern rock, pov: indie","Pop, Rock","Gone Now",2017-06-02,03:35,63,89,0,0,29,0,20,-6,C♯/D♭ Major,4,2023-10-26,3ySU5vwQB33iGulwcUL9qQ,"RCA Records Label",3B,https://p.scdn.co/mp3-preview/4cce7f60c1d395a40ccdabf2b1dbf899eddb08d3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d92afcf66072c83e4b28c6bb
313,"Dancing On My Own","Robyn",65,117,"dance pop, electropop, neo-synthpop, scandipop, swedish electropop, swedish pop","Pop","Body Talk",2010-01-01,04:45,67,86,6,20,28,0,0,-5,F#/G♭ Major,4,2023-10-26,6aqNCrRA7vs7v6QvRpI50t,"Universal-Island Records Ltd.",2B,,https://i.scdn.co/image/ab67616d000048514689597708c1b0b3dcb9ecaf
314,"cellophane","FKA twigs",62,98,"afrofuturism, alternative r&b, art pop, escape room, experimental r&b, trip hop","R&B, Pop","MAGDALENE",2019-11-08,03:24,43,28,87,0,23,0,0,-12,D Major,1,2023-10-26,7x8pIrhMu9FCmqqHNyuH0P,"Young",10B,https://p.scdn.co/mp3-preview/6a3abc530ab9e3c6f8e0ec1ea5ed06d5ae5cc76f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485186011cee37f1842374d971aa
315,"Starman - 2012 Remaster","David Bowie",79,100,"art rock, classic rock, glam rock, permanent wave, rock","Rock","The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)",1972-06-06,04:14,49,45,17,0,55,0,50,-10,F Major,4,2023-10-26,0pQskrTITgmCMyr85tb9qq,"Parlophone UK",7B,https://p.scdn.co/mp3-preview/6b0a9731bccd31cea4f1e229800e82b5c7be8f53?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c41f4e1133b0e6c5fcf58680
316,"Somebody Else","The 1975",75,101,"modern alternative rock, modern rock, pop, pov: indie, rock","Rock, Pop","I like it when you sleep, for you are so beautiful yet so unaware of it",2016-02-26,05:47,62,79,20,2,46,0,10,-6,C Major,4,2023-10-26,4m0q0xQ2BNl9SCAGKyfiGZ,"Polydor Records",8B,,https://i.scdn.co/image/ab67616d00004851206517a3f7e4c34bf0bfc531
317,"august","Taylor Swift",92,90,"pop","Pop","folklore",2020-07-24,04:21,53,62,54,0,40,0,0,-9,F Major,4,2023-10-26,3hUxzQpSfdDqwM3ZTFQY0K,"Taylor Swift",7B,,https://i.scdn.co/image/ab67616d0000485195f754318336a07e85ec59bc
318,"Night Shift","Lucy Dacus",71,86,"chamber pop, indie pop","Pop","Historian",2018-03-02,06:31,48,31,31,0,16,0,10,-8,A Major,4,2023-10-26,1yYlpGuBiRRf33e1gY61bN,"Matador",11B,https://p.scdn.co/mp3-preview/bb8b1e9c07ebd0a16e34ff2a0d83dfdf088d85d5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485124db806e309c9de68cc190c5
319,"505","Arctic Monkeys",88,140,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Favourite Worst Nightmare",2007-04-22,04:13,53,87,0,0,25,0,0,-6,C Major,4,2023-10-26,0BxE4FqsDD1Ot4YuBXwAPp,"Domino Recording Co",8B,https://p.scdn.co/mp3-preview/24ad19af2d5feeeb0048bff59b4096960b415848?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b1f8da74f225fa1225cdface
320,"Back To Black","Amy Winehouse",72,123,"british soul, neo soul","R&B","Back To Black",2006-10-27,04:00,49,73,12,0,34,0,10,-3,A#/B♭ Major,4,2023-10-26,30FURVTCpbKyykjSEQzGkH,"Universal-Island Records Ltd.",6B,,https://i.scdn.co/image/ab67616d000048518f52f321140e4a76ea720c52
321,"Running Up That Hill (A Deal With God)","Kate Bush",85,108,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter","Pop, Rock, Folk/Acoustic","Hounds Of Love",1985-09-16,04:58,63,55,72,0,19,0,0,-13,A#/B♭ Minor,4,2023-10-26,1PtQJZVZIdWIYdARpZRDFO,"Fish People",3A,https://p.scdn.co/mp3-preview/861d26b52ece3e3ad72a7dc3463daece3478801a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ad08f4b38efbff0c0da0f252
322,"forever","Charli XCX",53,87,"art pop, candy pop, metropopolis, pop, uk pop","Pop, Electronic","how i'm feeling now",2020-05-15,04:03,58,93,58,0,46,10,10,-3,C♯/D♭ Minor,4,2023-10-26,5GsJIVCBFjhCcUwJaTW2sB,"Atlantic Records UK",12A,https://p.scdn.co/mp3-preview/d5aa76e2e2aaa4163b119ca43a306becb68a690a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851664e38c99d077cc52ab48914
323,"Silk Chiffon","MUNA,Phoebe Bridgers",71,97,"indie pop, indie poptimism, la pop, metropopolis, la indie, pov: indie","Pop, Electronic","MUNA",2022-06-24,03:26,62,74,2,0,44,0,10,-6,G#/A♭ Major,4,2023-10-26,5ECxiK4Vigo1yRRmAoZc1f,"Dead Oceans",4B,https://p.scdn.co/mp3-preview/e4067ab61b0f6552d23fc2ca55715299ce0c0641?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bb5a3de97d548a649cfafe67
324,"So Hot You're Hurting My Feelings","Caroline Polachek",69,112,"art pop, escape room, indie pop, indietronica","Pop","Pang",2019-10-18,03:03,80,58,8,0,85,0,10,-5,F#/G♭ Major,4,2023-10-26,5B6Kjha6RRIMWGN7zGsAaT,"Perpetual Novice",2B,https://p.scdn.co/mp3-preview/5462209f22d53be5e6f40cc027f74b560e6e9fac?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517d983e7bf67c2806218c2759
325,"First Love/Late Spring","Mitski",81,100,"brooklyn indie, pov: indie","Rock, Pop","Bury Me At Makeout Creek",2014-11-11,04:38,45,54,0,1,10,0,20,-8,C Major,4,2023-10-26,3sslYZcFKtUvIEWN9lADgr,"Dead Oceans",8B,https://p.scdn.co/mp3-preview/1b5df384765c985f6f1176645b06a2d77ff29a64?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e90db8983ebd43b776694179
326,"Ribs","Lorde",81,128,"art pop, metropopolis, nz pop, pop","Pop, Electronic","Pure Heroine",2013-09-27,04:18,51,47,53,61,4,0,10,-9,E Major,4,2023-10-26,2MvvoeRt8NcOXWESkxWn3g,"Universal Music New Zealand Limited",12B,,https://i.scdn.co/image/ab67616d00004851187331e276c898d39764cc98
